ID,TITULAR,RUC,TITULO_PROYECTO,UNIDAD_PROYECTO,TIPO,ACTIVIDAD,FECHA_INICIO,ESTADO,DESCRIPCION,LONGITUD,LATITUD,RESOLUCION,LABEL
1911,MUNICIPALIDAD DIST.DE CHALLHUAHUACHO,20288774553,"CREACIÓN DEL SERVICIO DE CAMINO VECINAL DEL ANEXO DE SUCASUCA AL CAMIMO VECINAL AP 962; DEL CAMINO VECINAL AP 962 AL SECTOR DE HUALLPAMAYO DE LA COMUNIDAD CAMPESINA DE QUEUÑA DEL DISTRITO DE CHALLHUAHUACHO, PROVINCIA DE COTABAMBAS, DEPARTAMENTO DE APURÍMA",OFICINA DE ESTUDIOS Y PROYECTOS,Clasificación,Transportes,09/11/2022,Desaprobado,SIN DESCRIPCION,-72.28522179,-14.15026717,,
1815,SIERRA ANTAPITE S.A.C.,20601434335,2° INFORME TÉCNICO SUSTENTATORIO DEL EIA PROYECTO DE AMPLIACIÓN DE OPERACIONES MINERO - METALÚRGICAS,U.M. ANTAPITE,ITS,Minería,23/02/2019,Desaprobado,SIN DESCRIPCION,-75.07036832,-13.97353012,RD N° 081-2019-SENACE-PE/DEAR,
1783,CONCESIONARIA INTEROCEANICA SUR TRAMO 2 S.A.,20511125040,"ITS PARA EL INFORME TÉCNICO DE MANTENIMIENTO (ITM) DE 10 PUENTES UBICADOS ENTRE EL KM 213+000 – KM 246+437.49 DEL PROYECTO CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO N° 2: URCOS - PUENTE INAMBARI","CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO N° 2: URCOS - PUENTE INAMBARI
CORREDOR VIAL INTEROCEÁNICO SUR, PERÚ – BRASIL, TRAMO N° 2: URCOS - PUENTE INAMBARI
",ITS,Transportes,26/04/2021,Desaprobado,SIN DESCRIPCION,-70.56287702,-13.18797108,RD N° 0086-2021-SENACE-PE/DEIN,
1921,MUNICIPIO DISTRITAL A PARDO LEZAMETA,20219601957,"DIA ""RECUPERACIÓN Y MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE MURI-COCA-LLACLLA, DISTRITO DE ABELARDO PARDO LEZAMETA-BOLOGNESI-ANCASH""","RECUPERACIÓN Y MEJORAMIENTO DEL CAMINO VECINAL ENTRE LAS LOCALIDADES DE MURI-COCA-LLACLLA, DISTRITO DE ABELARDO PARDO LEZAMETA-BOLOGNESI-ANCASH",Clasificación,Transportes,13/09/2018,Desaprobado,SIN DESCRIPCION,-77.1460913,-10.29943371,RD N° 00056-2019-SENACE-PE/DEIN,
1971,CONCESIONARIA IIRSA NORTE S.A.,20511004251,INFORME TÉCNICO SUSTENTATORIO (ITS) PARA LA INSTALACIÓN DE UNA PLANTA INDUSTRIAL Y CANTERA KM 230+065 LI DEL PROYECTO CORREDOR VIAL AMAZONAS  NORTE TRAMO N°3 (RIOJA - CORRAL QUEMADO,MANTENIMIENTO DE PROYECTOS DE INFRAESTRUCTURA DE TRANSPORTES  EN OPERACIÓN  (NO CONSIDERADOS EN EL ANEXO 1 RM 891-2019-MTC),ITS,Transportes,21/01/2023,Desaprobado,SIN DESCRIPCION,-78.41824552,-5.7644785,RD N° 00091-2023-SENACE-PE/DEIN,
2077,ABENGOA PERÚ S.A.,20253757931,"PPC DE LA MODIFICACIÓN DEL EIA DEL PROYECTO ""LÍNEA DE TRANSMISIÓN 138 KV S.E. LLO 3 - S.E. PLAZA TOQUEPALA-VARIANTE DE LA LÍNEA DE TRANSMISIÓN 138 KV""",SIN UNIDAD,PPC,Electricidad,21/03/2016,Desaprobado,SIN DESCRIPCION,-70.65105639,-17.28914109,RD N° 012-2016- SENACE/DCA,
1975,DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES DEL GOBIERNO REGIONAL MADRE DE DIOS,20199189710,"CREACIÓN DEL CAMINO VECINAL, INICIO DESVÍO MARGEN DERECHA KM 92 VÍA INTEROCEÁNICA (PE. 30C) SOL NACIENTE - HUACAMAYO, DISTRITO DE INAMBARI, PROVINCIA DE TAMBOPATA – MADRE DE DIOS","CREACIÓN DEL CAMINO VECINAL, INICIO DESVÍO MARGEN DERECHA KM 92 VÍA INTEROCEÁNICA (PE. 30C) SOL NACIENTE - HUACAMAYO, DISTRITO DE INAMBARI, PROVINCIA DE TAMBOPATA – MADRE DE DIOS",Clasificación,Transportes,05/03/2020,Desaprobado,SIN DESCRIPCION,-69.893474,-12.89414207,RD N° 00147-2020-SENACE-PE/DEIN,
1796,NEXA RESOURCES EL PORVENIR S.A.C.,20492744833,QUINTO INFORME TÉCNICO SUSTENTATORIO PARA LA MODIFICACIÓN DE COMPONENTES AUXILIARES DE LA UNIDAD MINERA EL PORVENIR,U.M. EL PORVENIR,ITS,Minería,23/07/2018,Desaprobado,SIN DESCRIPCION,-76.21416857,-10.62407306,RD N° 011-2018-SENACE-PE/DEAR,
2072,CONSORCIO TRANSMANTARO S.A.,20383316473,INFORME TÉCNICO SUSTENTATORIO PARA EL PROYECTO “ENLACE 500 KV NUEVA YANANGO-NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS”.,ENLACE 500 KV NUEVA YANANGO-NUEVA HUÁNUCO Y SUBESTACIONES ASOCIADAS,ITS,Electricidad,13/11/2020,Desaprobado,SIN DESCRIPCION,-76.19039105,-9.90877266,RD N° 00010-2021-SENACE-PE/DEIN,
1804,GERENCIA SUB REGIONAL CASTROVIRREYNA,20486987864,"CONSTRUCCIÓN    DE    PROYECTOS    DE    INFRAESTRUCTURA    DE TRANSPORTES   DE  ALCANCE  NACIONAL:   CARRETERAS,   PUERTOS, AEROPUERTOS,  FERROCARRILES Y HELIPUERTOS  (NO CONSIDERADOS EN EL ANEXO 1 RM 891-2019-MTC)",CREACIÓN DE SERVICIO DE TRANSITABILIDAD,Clasificación,Transportes,21/07/2022,Desaprobado,SIN DESCRIPCION,-75.34464282,-13.1441667,Resolución Directora N° 00015-2023-SENACE-PE/DEIN,
